train_loss,validation_loss,test_loss,S1_loss,S2_loss,S3_loss
0.001171426,0.0032545843,0.0040611615,0.0074476893,0.0021891932,0.0025466043
0.0014913683,0.0018367294,0.0022471347,0.0039328863,0.0015578658,0.0012506534
0.0012090341,0.0020599102,0.0024114214,0.0036638153,0.0012085016,0.0023619477
0.0009480707,0.0027482351,0.0032218564,0.004527891,0.0024260136,0.0027116644
0.0011826755,0.001789202,0.0022662457,0.004295658,0.001173312,0.0013297674
0.001206622,0.0024177164,0.0031423683,0.005487057,0.0013646535,0.0025753952
0.0011407553,0.0016644504,0.002068897,0.003509976,0.001240458,0.0014562575
0.00092566735,0.001886808,0.0023197434,0.0039624013,0.0012930057,0.0017038229
0.0011452016,0.0030727275,0.0037442937,0.006712245,0.0019218378,0.0025987984
0.0013458203,0.00209909,0.0026625488,0.004473272,0.0019562172,0.001558158
0.0013359211,0.0022545266,0.0026917313,0.0049509997,0.0013926524,0.0017315419
0.0010339522,0.0020925174,0.0024898825,0.0035720724,0.0016650159,0.0022325597
0.0009369086,0.0018397976,0.0022293467,0.0038961554,0.0011245053,0.0016673802
0.0010916829,0.0034450172,0.004008845,0.008988459,0.0015020132,0.0015360621
0.0015234498,0.0024641072,0.0032020311,0.005303127,0.0018684397,0.0024345256
0.001581653,0.0022943986,0.0029493594,0.0050040875,0.0026415172,0.0012024732
0.0011516243,0.0021303368,0.0027198892,0.003920342,0.001228392,0.003010934
0.0009329317,0.0018078212,0.0022440709,0.0036186895,0.0014592033,0.0016543202
0.00123245,0.0027456395,0.0036070377,0.0069803013,0.0023534996,0.001487312
0.0013855747,0.0024122354,0.0030336047,0.0038052283,0.001242041,0.004053545
0.0010926642,0.0014847759,0.0017109812,0.0027803606,0.0011217239,0.0012308598
0.0008804452,0.002567641,0.0029283536,0.0054712556,0.001369241,0.0019445643
0.0011093633,0.0028143313,0.0036245068,0.006962012,0.0015356658,0.0023758432
0.0016845329,0.0031281528,0.0036453358,0.0071372474,0.002510879,0.0012878814
0.001397631,0.0020204333,0.0024108829,0.0028658537,0.0011007941,0.0032660011
0.0008742138,0.0018009007,0.0021914064,0.0039117252,0.0011262464,0.0015362474
0.0011950176,0.0034603516,0.0047319173,0.009865101,0.0027453993,0.00158525
0.0017336255,0.001978026,0.002527949,0.0036857936,0.0012833918,0.0026146618
0.0011040622,0.0014591116,0.0018877689,0.002900297,0.0011475255,0.0016154837
0.0009796121,0.003248393,0.0039806673,0.0077669593,0.002371063,0.0018039816
0.0014926338,0.0022058901,0.00289885,0.0054636505,0.0013997491,0.0018331498
0.0013133496,0.001476931,0.0017543307,0.002631579,0.001073168,0.0015582459
0.0008344024,0.0033333185,0.0038002315,0.0071135424,0.001818554,0.0024685976
0.0013914591,0.0017954385,0.0023181569,0.0042967014,0.001080994,0.0015767753
0.0011560142,0.0016282187,0.0019837983,0.0029238367,0.0010656598,0.0019618988
0.000766819,0.0026032699,0.003275614,0.006514255,0.0016051445,0.0017074437
0.001289442,0.0017752995,0.0022705665,0.004398204,0.0012126446,0.0012008518
0.0012029436,0.0019516193,0.002337786,0.0026894757,0.0011231919,0.0032006907
0.0007669635,0.0025256383,0.0029792944,0.0055466336,0.0019410253,0.0014502242
0.0010569029,0.0016878562,0.00210259,0.0034545327,0.0012091884,0.0016440493
0.0009785622,0.0015746028,0.001906302,0.0023754134,0.0010946605,0.0022488316
0.000685303,0.0019197561,0.0022606403,0.0036730545,0.001753742,0.0013551248
0.0009270034,0.0017627189,0.0021991315,0.0029283222,0.0011158871,0.0025531854
0.00089057477,0.0015876999,0.0019334387,0.002977498,0.0010684218,0.0017543966
0.00067206944,0.0014485585,0.0016992688,0.0027091992,0.00111273,0.0012758772
0.00070037023,0.0017092366,0.00203671,0.0021728214,0.0010193713,0.0029179377
0.00073671795,0.0015051636,0.0018696653,0.002842965,0.0012191953,0.0015468356
0.0006587693,0.0012752017,0.0015579667,0.0022690934,0.0009838614,0.0014209455
0.00067629636,0.0017023953,0.0020209819,0.0020185497,0.000968403,0.0030759932
0.0007359006,0.001388476,0.0014854076,0.0020185146,0.0013082267,0.0011294811
0.0007517256,0.0017255043,0.0019461241,0.002448953,0.0010212148,0.0023682043
0.00071778963,0.0012790323,0.0013870134,0.0018329135,0.00090891623,0.0014192107
0.00066359283,0.0015834059,0.0017579126,0.002674469,0.0009787105,0.0016205582
0.0006604762,0.0014765593,0.0016926455,0.001914573,0.0009579068,0.0022054568
0.00066239457,0.0015757262,0.0017969123,0.0025327015,0.0011497419,0.0017082941
0.0006504271,0.0011998281,0.0012963202,0.0017984882,0.00087609544,0.0012143775
0.0006110149,0.0015630557,0.001750393,0.0016789159,0.00089322537,0.0026790379
0.0005938964,0.0013286519,0.0014326988,0.0017716709,0.0011831165,0.0013433095
0.00058668054,0.0014383788,0.0016111233,0.0016565961,0.0008947831,0.0022819906
0.00055906223,0.001286209,0.0014069452,0.001640274,0.0008475381,0.0017330237
0.0005202753,0.0011297993,0.0012286413,0.0015214864,0.00094551826,0.0012189193
0.0005748219,0.0016403084,0.0018869032,0.0015974969,0.0009849679,0.0030782456
0.0005903443,0.0011287299,0.0012285843,0.0016660929,0.0009899205,0.0010297399
0.0006160509,0.0016153519,0.0018926155,0.0014828028,0.00093723886,0.003257805
0.00063609803,0.0014181293,0.0015549661,0.0024527218,0.0011627013,0.0010494756
0.00063495495,0.0016269895,0.0019001102,0.001972101,0.0008896957,0.0028385336
0.0006899391,0.0019584151,0.0022589278,0.0038519138,0.0013042174,0.0016206517
0.00071938854,0.0014280744,0.0017542345,0.002941685,0.0010030947,0.0013179246
0.0011365787,0.004780258,0.0062138834,0.012497199,0.002627291,0.0035171597
0.002057086,0.004696857,0.0061625578,0.015305865,0.001788969,0.0013928398
0.0035301251,0.007095096,0.00852729,0.018944213,0.0032393048,0.0033983544
0.0030453391,0.0015951992,0.0020367042,0.0031536995,0.0010253111,0.0019311025
0.0008789004,0.0019518756,0.0024219402,0.005040561,0.00102272,0.0012025391
0.0014410977,0.0045252717,0.0060098805,0.011374751,0.002218805,0.004436085
0.0022212747,0.0011480469,0.0015283257,0.0025604218,0.0007995376,0.0012250184
0.0008584497,0.001995906,0.002524676,0.0048390236,0.0011010248,0.0016339793
0.0013414794,0.0035169641,0.0042308145,0.0071591055,0.0021034093,0.00342993
0.0014559113,0.0014736463,0.0016394057,0.0028015012,0.0010226943,0.0010940216
0.0007947576,0.0021501905,0.0027974725,0.004110187,0.0018485863,0.0024336444
0.0013642035,0.0021505745,0.0025891224,0.003618,0.0017961327,0.0023532342
0.0008764834,0.0019527344,0.0024349408,0.0037835615,0.0019545895,0.0015666712
0.0009110247,0.0021466357,0.0026153305,0.0037160194,0.0015475893,0.0025823826
0.0011631339,0.001263723,0.0015487472,0.0024740885,0.0010766832,0.0010954703
0.00068852666,0.0020673939,0.0027292685,0.004796483,0.0021912863,0.0012000354
0.0009544401,0.0017069792,0.0021780923,0.0022099437,0.0010942749,0.003230058
0.00081493583,0.0012461011,0.0015944415,0.0024381399,0.0010032177,0.0013419671
0.000831674,0.0020041147,0.0024906122,0.0047212164,0.0011741698,0.0015764511
0.00093338906,0.001327738,0.0014541066,0.0019451177,0.0009794186,0.0014377834
0.0006424941,0.0014104798,0.0016851262,0.0023300096,0.0010434127,0.0016819558
0.00071460323,0.00163821,0.001876652,0.0024682686,0.0012760153,0.0018856719
0.0006133914,0.0012035598,0.0014549604,0.0018162995,0.0009208794,0.0016277026
0.00058308383,0.0011231506,0.0013246894,0.0015513491,0.00089891726,0.0015238017
0.0005867627,0.0013782835,0.0015460529,0.0016792155,0.0013486791,0.0016102642
0.0005513955,0.0014808718,0.0016297236,0.001885365,0.0013011667,0.0017026393
0.00050954137,0.0010780849,0.0012075154,0.0013606818,0.0008554799,0.0014063847
0.000533069,0.0011665042,0.0013357765,0.0015323273,0.0008315185,0.001643484
0.0005192092,0.0010852618,0.0012272694,0.0012213044,0.0009678696,0.0014926344
0.00046227523,0.0011330633,0.0012935586,0.0012528065,0.0010152477,0.0016126218
0.00051096285,0.0013699161,0.001484734,0.0020817816,0.00088490173,0.0014875185
0.00052777445,0.0010956203,0.0011785538,0.001398924,0.0008078314,0.0013289063
0.0004887963,0.0011091348,0.001262014,0.0012906278,0.0007711848,0.0017242293
0.0004307594,0.0012505123,0.0014507159,0.0014210382,0.0013204995,0.00161061
0.00046306028,0.0010455879,0.0012012043,0.0012960398,0.000806323,0.0015012498
0.00042222327,0.0010133487,0.0010922299,0.0011671071,0.000790716,0.0013188666
0.0004481453,0.0014429467,0.0016001632,0.001987624,0.000995093,0.0018177729
0.0004724372,0.0011128945,0.001250442,0.0011382325,0.00096312317,0.0016499705
0.00042447957,0.0011558884,0.0012814568,0.0011901836,0.0007772049,0.0018769816
0.00037991037,0.0010888131,0.0011662208,0.0015685642,0.00071068824,0.00121941
0.00044177406,0.0009950958,0.0011415097,0.0009556513,0.0007060136,0.0017628644
0.00042744947,0.0012342639,0.0013690054,0.0013903789,0.0012396502,0.0014769878
0.00041590884,0.0010039418,0.0010982137,0.0009620887,0.00069219636,0.0016403559
0.0003599396,0.0009392646,0.0010320136,0.0008908052,0.00076446385,0.0014407715
0.0004136927,0.0014046292,0.0015739787,0.0018014148,0.0009858155,0.0019347058
0.0004429542,0.00089832605,0.00096768234,0.0009903095,0.00073957763,0.0011731599
0.0004620355,0.001285457,0.001409798,0.0016950392,0.00075397035,0.0017803845
0.00039924294,0.00096575834,0.001024852,0.000872179,0.00076261925,0.0014397578
0.00044955022,0.0012402185,0.0013182702,0.0015582669,0.0010380094,0.0013585344
0.00044073595,0.0012315175,0.0013406208,0.0008669163,0.0007456044,0.002409342
0.00040707615,0.0008206688,0.00085586426,0.0009467693,0.0006633271,0.0009574963
0.00037643485,0.0013296215,0.0015336544,0.0017449685,0.0006988816,0.0021571137
0.00044567054,0.0009142695,0.0010239086,0.0011276943,0.00067041436,0.0012736171
0.0005132859,0.0018857844,0.0021847542,0.003095565,0.0014710826,0.0019876151
0.0005474764,0.001073317,0.0013312947,0.0014309618,0.00078868255,0.0017742392
0.000554019,0.0010874163,0.0012977439,0.0020945603,0.0007841996,0.0010144719
0.00044349878,0.0013168642,0.0015341723,0.0010683555,0.0007725339,0.0027616278
0.00047771184,0.00078429625,0.00084513833,0.00092039787,0.00072015234,0.0008948647
0.0005164206,0.00196161,0.0021594404,0.0020388314,0.0007679574,0.0036715325
0.0005503002,0.0008227847,0.00091033365,0.0008637719,0.00067346357,0.0011937656
0.00046306988,0.0011780678,0.0012454597,0.001402219,0.000873096,0.0014610641
0.00035595943,0.0012910005,0.0014352303,0.00074717484,0.000768206,0.0027903102
0.00039798804,0.00078877085,0.0007916529,0.0007100641,0.00071499014,0.0009499045
0.00044157423,0.0018681634,0.0023044995,0.0014424134,0.00084194983,0.004629135
0.00055576384,0.00081753015,0.00084088405,0.00078904105,0.0006424231,0.001091188
0.0006046799,0.0019383718,0.0022737123,0.0008803922,0.00076716294,0.005173583
0.0005840777,0.0009422678,0.0009571445,0.00105646,0.00082841056,0.0009865629
0.0005253307,0.0013071202,0.0015346245,0.0007795074,0.0006824724,0.003141894
0.00046193073,0.0014079598,0.0015942396,0.0027028553,0.001036191,0.0010436727
0.0005042852,0.0011624157,0.0013780992,0.0020566375,0.00069309137,0.0013845692
0.0007113046,0.0027433462,0.00342015,0.006830599,0.0015402589,0.0018895924
0.0009355821,0.0010830648,0.0013386087,0.0020458612,0.00084131194,0.0011286527
